player_name,season,team,age,games_played,minutes_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,field_goal_pct,three_point_pct,free_throw_pct,plus_minus,all_star,prior_all_star_selections
AJ Griffin,2022-23,ATL,19.0,72,19.5,8.9,2.1,1.0,0.6,0.2,0.6,0.465,0.39,0.894,0.9,0,0
Aaron Gordon,2019-20,ORL,24.0,62,32.5,14.4,7.7,3.7,0.8,0.6,1.6,0.437,0.308,0.674,-1.1,0,0
Aaron Gordon,2020-21,DEN,25.0,50,27.7,12.4,5.7,3.2,0.7,0.7,1.9,0.463,0.335,0.651,1.2,0,0
Aaron Gordon,2021-22,DEN,26.0,75,31.7,15.0,5.9,2.5,0.6,0.6,1.8,0.52,0.335,0.743,4.3,0,0
Aaron Gordon,2022-23,DEN,27.0,68,30.2,16.3,6.6,3.0,0.8,0.8,1.4,0.564,0.347,0.608,7.6,0,0
Aaron Gordon,2023-24,DEN,28.0,73,31.5,13.9,6.5,3.5,0.8,0.6,1.4,0.556,0.29,0.658,5.8,0,0
Aaron Holiday,2019-20,IND,23.0,66,24.5,9.5,2.4,3.4,0.8,0.2,1.3,0.414,0.394,0.851,1.7,0,0
Aaron Holiday,2020-21,IND,24.0,66,17.8,7.2,1.3,1.9,0.7,0.2,1.0,0.39,0.368,0.819,0.0,0,0
Aaron Holiday,2021-22,PHX,25.0,63,16.2,6.3,1.9,2.4,0.7,0.1,1.1,0.447,0.379,0.868,-0.6,0,0
Aaron Holiday,2023-24,HOU,27.0,78,16.3,6.6,1.6,1.8,0.5,0.1,0.7,0.446,0.387,0.921,1.1,0,0
Aaron Nesmith,2022-23,IND,23.0,73,24.9,10.1,3.8,1.3,0.8,0.5,1.0,0.427,0.366,0.838,-2.9,0,0
Aaron Nesmith,2023-24,IND,24.0,72,27.7,12.2,3.8,1.5,0.9,0.7,0.9,0.496,0.419,0.781,2.2,0,0
Aaron Wiggins,2021-22,OKC,23.0,50,24.2,8.3,3.6,1.4,0.6,0.2,1.1,0.463,0.304,0.729,-4.7,0,0
Aaron Wiggins,2022-23,OKC,24.0,70,18.5,6.8,3.0,1.1,0.6,0.2,0.8,0.512,0.393,0.831,0.1,0,0
Aaron Wiggins,2023-24,OKC,25.0,78,15.7,6.9,2.4,1.1,0.7,0.2,0.7,0.562,0.492,0.789,1.2,0,0
Abdel Nader,2019-20,OKC,26.0,55,15.8,6.3,1.8,0.7,0.4,0.4,0.8,0.468,0.375,0.773,-1.5,0,0
Al Horford,2019-20,PHI,34.0,67,30.2,11.9,6.8,4.0,0.8,0.9,1.2,0.45,0.35,0.763,1.9,0,0
Al Horford,2021-22,BOS,36.0,69,29.1,10.2,7.7,3.4,0.7,1.3,0.9,0.467,0.336,0.842,5.6,0,0
Al Horford,2022-23,BOS,37.0,63,30.5,9.8,6.2,3.0,0.5,1.0,0.6,0.476,0.446,0.714,4.9,0,0
Al Horford,2023-24,BOS,38.0,65,26.8,8.6,6.4,2.6,0.6,1.0,0.7,0.511,0.419,0.867,6.5,0,0
Alec Burks,2019-20,PHI,28.0,66,26.6,15.0,4.3,2.9,0.9,0.3,1.4,0.418,0.385,0.887,-3.4,0,0
Alec Burks,2020-21,NYK,29.0,49,25.6,12.7,4.6,2.2,0.6,0.3,1.0,0.42,0.415,0.856,2.6,0,0
Alec Burks,2021-22,NYK,30.0,81,28.6,11.7,4.9,3.0,1.0,0.3,1.1,0.391,0.404,0.822,1.5,0,0
Alec Burks,2022-23,DET,31.0,51,22.0,12.8,3.1,2.2,0.7,0.2,1.1,0.436,0.414,0.814,-0.1,0,0
Alec Burks,2023-24,NYK,32.0,66,18.4,10.4,2.3,1.3,0.4,0.2,0.7,0.369,0.376,0.868,-3.9,0,0
Aleksej Pokusevski,2020-21,OKC,19.0,45,24.2,8.2,4.7,2.2,0.4,0.9,2.2,0.341,0.28,0.738,-8.7,0,0
Aleksej Pokusevski,2021-22,OKC,20.0,61,20.2,7.6,5.2,2.1,0.6,0.6,1.5,0.408,0.289,0.7,-0.7,0,0
Aleksej Pokusevski,2022-23,OKC,21.0,34,20.6,8.1,4.7,1.9,0.6,1.3,1.3,0.434,0.365,0.629,-5.8,0,0
Alex Caruso,2019-20,LAL,26.0,64,18.4,5.5,1.9,1.9,1.1,0.3,0.8,0.412,0.333,0.734,3.8,0,0
Alex Caruso,2020-21,LAL,27.0,58,21.0,6.4,2.9,2.8,1.1,0.3,1.3,0.436,0.401,0.645,2.1,0,0
Alex Caruso,2021-22,CHI,28.0,41,28.0,7.4,3.6,4.0,1.7,0.4,1.4,0.398,0.333,0.795,2.7,0,0
Alex Caruso,2022-23,CHI,29.0,67,23.5,5.6,2.9,2.9,1.5,0.7,1.1,0.455,0.364,0.808,3.0,0,0
Alex Caruso,2023-24,CHI,30.0,71,28.7,10.1,3.8,3.5,1.7,1.0,1.4,0.468,0.408,0.76,0.1,0,0
Alex Len,2019-20,SAC,27.0,55,17.6,8.0,5.8,0.9,0.4,0.9,1.0,0.555,0.271,0.648,-2.0,0,0
Alex Len,2020-21,WAS,28.0,64,15.3,6.6,4.1,0.8,0.3,1.0,0.9,0.615,0.32,0.629,-1.5,0,0
Alex Len,2021-22,SAC,29.0,39,15.9,6.0,4.1,1.2,0.3,0.6,1.1,0.534,0.286,0.651,-1.9,0,0
Allen Crabbe,2019-20,MIN,28.0,37,17.6,4.6,2.1,0.9,0.4,0.1,0.5,0.356,0.303,0.714,-6.0,0,0
Alperen Sengun,2021-22,HOU,19.0,72,20.7,9.6,5.5,2.6,0.8,0.9,2.0,0.474,0.248,0.711,-4.3,0,0
Alperen Sengun,2022-23,HOU,20.0,75,28.9,14.8,9.0,3.9,0.9,0.9,2.6,0.553,0.333,0.715,-3.8,0,0
Alperen Sengun,2023-24,HOU,21.0,63,32.5,21.1,9.3,5.0,1.2,0.7,2.6,0.537,0.297,0.693,0.8,0,0
Amen Thompson,2023-24,HOU,21.0,62,22.4,9.5,6.6,2.6,1.3,0.6,1.5,0.536,0.138,0.684,0.7,0,0
Amir Coffey,2021-22,LAC,25.0,69,22.7,9.0,2.9,1.8,0.6,0.2,0.7,0.453,0.378,0.863,-0.7,0,0
Amir Coffey,2023-24,LAC,27.0,70,20.9,6.6,2.1,1.1,0.6,0.2,0.5,0.472,0.38,0.859,-1.3,0,0
Andre Drummond,2019-20,CLE,26.0,57,33.0,17.7,15.2,2.7,1.9,1.6,3.6,0.533,0.143,0.575,-3.4,0,0
Andre Drummond,2020-21,LAL,27.0,46,27.0,14.9,12.0,2.0,1.4,1.1,2.7,0.493,0.0,0.6,-2.3,0,0
Andre Drummond,2021-22,BKN,28.0,73,19.7,7.9,9.3,1.8,1.1,0.9,1.6,0.57,0.0,0.524,0.5,0,0
Andre Drummond,2023-24,CHI,30.0,79,17.1,8.4,9.0,0.5,0.9,0.6,1.0,0.556,0.0,0.592,0.3,0,0
Andre Iguodala,2020-21,MIA,37.0,63,21.3,4.4,3.5,2.3,0.9,0.6,1.1,0.383,0.33,0.658,-1.3,0,0
Andre Iguodala,2021-22,GSW,38.0,31,19.4,4.0,3.2,3.7,0.9,0.7,0.9,0.38,0.23,0.75,3.7,0,0
Andrew Nembhard,2022-23,IND,23.0,75,27.6,9.5,2.7,4.5,0.9,0.2,1.7,0.441,0.35,0.79,-3.5,0,0
Andrew Nembhard,2023-24,IND,24.0,68,25.0,9.2,2.1,4.1,0.9,0.1,1.5,0.498,0.357,0.804,1.0,0,0
Andrew Wiggins,2019-20,GSW,25.0,54,34.4,21.8,5.1,3.7,0.8,1.0,2.4,0.447,0.332,0.709,-3.7,0,0
Andrew Wiggins,2020-21,GSW,26.0,71,33.3,18.6,4.9,2.4,0.9,1.0,1.8,0.477,0.38,0.714,0.0,0,0
Andrew Wiggins,2021-22,GSW,27.0,73,31.9,17.2,4.5,2.2,1.0,0.7,1.5,0.466,0.393,0.634,3.6,1,0
Andrew Wiggins,2022-23,GSW,28.0,37,32.2,17.1,5.0,2.3,1.2,0.8,1.3,0.473,0.396,0.611,3.2,0,1
Andrew Wiggins,2023-24,GSW,29.0,71,27.0,13.2,4.5,1.7,0.6,0.6,1.2,0.453,0.358,0.751,-0.8,0,1
Anfernee Simons,2019-20,POR,21.0,70,20.7,8.3,2.2,1.4,0.4,0.1,0.9,0.399,0.332,0.826,-3.5,0,0
Anfernee Simons,2020-21,POR,22.0,64,17.3,7.8,2.2,1.4,0.3,0.1,0.7,0.419,0.426,0.807,0.7,0,0
Anfernee Simons,2021-22,POR,23.0,57,29.5,17.3,2.6,3.9,0.5,0.1,2.0,0.443,0.405,0.888,-1.5,0,0
Anfernee Simons,2022-23,POR,24.0,62,35.0,21.1,2.6,4.1,0.7,0.2,2.1,0.447,0.377,0.894,-1.2,0,0
Anfernee Simons,2023-24,POR,25.0,46,34.4,22.6,3.6,5.5,0.5,0.1,2.7,0.43,0.385,0.916,-7.2,0,0
Anthony Black,2023-24,ORL,20.0,69,16.9,4.6,2.0,1.3,0.5,0.3,0.8,0.466,0.394,0.613,-0.5,0,0
Anthony Davis,2019-20,LAL,27.0,62,34.4,26.1,9.3,3.2,1.5,2.3,2.5,0.503,0.33,0.846,3.9,1,0
Anthony Davis,2020-21,LAL,28.0,36,32.3,21.8,7.9,3.1,1.3,1.6,2.1,0.491,0.26,0.738,3.2,1,1
Anthony Davis,2021-22,LAL,29.0,40,35.1,23.2,9.9,3.1,1.2,2.3,2.1,0.532,0.186,0.713,-2.3,0,2
Anthony Davis,2022-23,LAL,30.0,56,34.0,25.9,12.5,2.6,1.1,2.0,2.2,0.563,0.257,0.784,3.7,0,2
Anthony Davis,2023-24,LAL,31.0,76,35.5,24.7,12.6,3.5,1.2,2.3,2.1,0.556,0.271,0.816,2.0,1,2
Anthony Edwards,2020-21,MIN,19.0,72,32.1,19.3,4.7,2.9,1.1,0.5,2.2,0.417,0.329,0.776,-3.2,0,0
Anthony Edwards,2021-22,MIN,20.0,72,34.2,21.3,4.8,3.8,1.5,0.6,2.6,0.441,0.357,0.786,2.6,0,0
Anthony Edwards,2022-23,MIN,21.0,79,36.0,24.6,5.8,4.4,1.6,0.7,3.3,0.459,0.369,0.756,1.2,1,0
Anthony Edwards,2023-24,MIN,22.0,79,35.1,25.9,5.4,5.1,1.3,0.5,3.1,0.461,0.357,0.836,5.5,1,1
Anthony Lamb,2022-23,GSW,25.0,62,19.3,6.7,3.5,1.5,0.5,0.3,0.9,0.471,0.367,0.767,0.5,0,0
Anthony Tolliver,2019-20,MEM,35.0,55,15.9,3.6,2.8,0.8,0.3,0.2,0.6,0.357,0.338,0.724,-1.9,0,0
Armoni Brooks,2021-22,TOR,24.0,54,15.6,5.3,1.9,1.1,0.5,0.2,0.5,0.339,0.297,0.857,-1.5,0,0
Aron Baynes,2019-20,PHX,33.0,42,22.2,11.5,5.6,1.6,0.2,0.5,1.2,0.48,0.351,0.747,-1.1,0,0
Aron Baynes,2020-21,TOR,34.0,53,18.5,6.1,5.2,0.9,0.3,0.4,0.9,0.441,0.262,0.707,-1.5,0,0
Ausar Thompson,2023-24,DET,21.0,63,25.1,8.8,6.4,1.9,1.1,0.9,1.3,0.483,0.186,0.597,-3.7,0,0
Austin Reaves,2021-22,LAL,24.0,61,23.2,7.3,3.2,1.8,0.5,0.3,0.7,0.459,0.317,0.839,0.9,0,0
Austin Reaves,2022-23,LAL,25.0,64,28.8,13.0,3.0,3.4,0.5,0.3,1.5,0.529,0.398,0.864,3.3,0,0
Austin Reaves,2023-24,LAL,26.0,82,32.1,15.9,4.3,5.5,0.8,0.3,2.1,0.486,0.367,0.853,-0.5,0,0
Austin Rivers,2019-20,HOU,27.0,68,23.4,8.8,2.6,1.7,0.7,0.1,0.7,0.421,0.356,0.703,1.2,0,0
Austin Rivers,2020-21,DEN,28.0,36,23.5,7.9,2.3,2.3,0.8,0.1,1.0,0.424,0.369,0.71,0.3,0,0
Austin Rivers,2021-22,DEN,29.0,67,22.1,6.0,1.7,1.3,0.8,0.1,0.8,0.417,0.342,0.727,0.8,0,0
Austin Rivers,2022-23,MIN,30.0,52,19.5,4.9,1.6,1.4,0.5,0.1,0.4,0.435,0.35,0.769,-2.7,0,0
Avery Bradley,2019-20,LAL,29.0,49,24.2,8.6,2.3,1.3,0.9,0.1,1.0,0.444,0.364,0.833,3.7,0,0
Avery Bradley,2021-22,LAL,31.0,62,22.7,6.4,2.2,0.8,0.9,0.1,0.6,0.423,0.39,0.889,-2.9,0,0
Ayo Dosunmu,2021-22,CHI,22.0,77,27.4,8.8,2.8,3.3,0.8,0.4,1.4,0.52,0.376,0.679,-2.6,0,0
Ayo Dosunmu,2022-23,CHI,23.0,80,26.2,8.6,2.8,2.6,0.8,0.3,1.2,0.493,0.312,0.805,-1.0,0,0
Ayo Dosunmu,2023-24,CHI,24.0,76,29.1,12.2,2.8,3.2,0.9,0.5,1.4,0.501,0.403,0.81,-2.1,0,0
Bam Adebayo,2019-20,MIA,22.0,72,33.6,15.9,10.2,5.1,1.1,1.3,2.8,0.557,0.143,0.691,3.4,1,0
Bam Adebayo,2020-21,MIA,23.0,64,33.5,18.7,9.0,5.4,1.2,1.0,2.6,0.57,0.25,0.799,0.4,0,1
Bam Adebayo,2021-22,MIA,24.0,56,32.6,19.1,10.1,3.4,1.4,0.8,2.6,0.557,0.0,0.753,5.4,0,1
Bam Adebayo,2022-23,MIA,25.0,75,34.6,20.4,9.2,3.2,1.2,0.8,2.5,0.54,0.083,0.806,1.6,1,1
Bam Adebayo,2023-24,MIA,26.0,71,34.0,19.3,10.4,3.9,1.1,0.9,2.3,0.521,0.357,0.755,0.7,1,2
Ben McLemore,2019-20,HOU,27.0,71,22.8,10.1,2.2,0.8,0.6,0.2,0.7,0.444,0.4,0.746,2.6,0,0
Ben McLemore,2020-21,LAL,28.0,53,17.1,7.7,1.9,0.7,0.4,0.2,0.8,0.37,0.346,0.736,-1.9,0,0
Ben McLemore,2021-22,POR,29.0,64,20.1,10.2,1.6,0.9,0.6,0.2,0.9,0.401,0.362,0.818,-5.5,0,0
Ben Simmons,2019-20,PHI,23.0,57,35.4,16.4,7.8,8.0,2.1,0.6,3.5,0.58,0.286,0.621,1.1,0,0
Ben Simmons,2020-21,PHI,24.0,58,32.4,14.3,7.2,6.9,1.6,0.6,3.0,0.557,0.3,0.613,5.7,1,0
Ben Simmons,2022-23,BKN,26.0,42,26.3,6.9,6.3,6.1,1.3,0.6,2.3,0.566,0.0,0.439,1.0,0,1
Bennedict Mathurin,2022-23,IND,21.0,78,28.5,16.7,4.1,1.5,0.6,0.2,1.9,0.434,0.323,0.828,-2.3,0,0
Bennedict Mathurin,2023-24,IND,22.0,59,26.1,14.5,4.0,2.0,0.6,0.2,1.6,0.446,0.374,0.821,-1.6,0,0
Bilal Coulibaly,2023-24,WAS,19.0,63,27.2,8.4,4.1,1.7,0.9,0.8,1.4,0.435,0.346,0.702,-6.7,0,0
Bismack Biyombo,2019-20,CHA,27.0,53,19.4,7.4,5.8,0.9,0.2,0.9,0.9,0.543,0.0,0.603,-2.9,0,0
Bismack Biyombo,2020-21,CHA,28.0,66,20.4,5.0,5.3,1.2,0.3,1.1,1.1,0.587,0.0,0.448,-4.2,0,0
Bismack Biyombo,2023-24,OKC,31.0,40,19.8,4.4,5.2,1.3,0.3,0.9,1.1,0.565,0.0,0.481,-1.6,0,0
Blake Griffin,2020-21,BKN,32.0,46,25.8,11.0,4.9,3.0,0.7,0.3,1.3,0.423,0.341,0.744,1.3,0,0
Blake Griffin,2021-22,BKN,33.0,56,17.1,6.4,4.1,1.9,0.5,0.3,0.6,0.425,0.262,0.724,-1.7,0,0
Blake Wesley,2022-23,SAS,20.0,37,18.1,5.0,2.2,2.6,0.7,0.1,1.8,0.321,0.385,0.591,-5.4,0,0
Bobby Portis,2019-20,NYK,25.0,66,21.1,10.1,5.1,1.5,0.5,0.3,1.1,0.45,0.358,0.763,-2.9,0,0
Bobby Portis,2020-21,MIL,26.0,66,20.8,11.4,7.1,1.1,0.8,0.4,0.8,0.523,0.471,0.74,2.1,0,0
Bobby Portis,2021-22,MIL,27.0,72,28.2,14.6,9.1,1.2,0.7,0.7,1.3,0.479,0.393,0.752,4.4,0,0
Bobby Portis,2022-23,MIL,28.0,70,26.0,14.1,9.6,1.5,0.4,0.2,1.2,0.496,0.37,0.768,0.2,0,0
Bobby Portis,2023-24,MIL,29.0,82,24.5,13.8,7.4,1.3,0.8,0.4,1.1,0.508,0.407,0.79,-0.1,0,0
Bogdan Bogdanović,2019-20,SAC,27.0,61,28.9,15.1,3.4,3.4,1.0,0.2,1.7,0.44,0.372,0.741,-0.7,0,0
Bogdan Bogdanović,2020-21,ATL,28.0,44,29.7,16.4,3.6,3.3,1.1,0.3,1.2,0.473,0.438,0.909,2.5,0,0
Bogdan Bogdanović,2021-22,ATL,29.0,63,29.3,15.1,4.0,3.1,1.1,0.2,1.1,0.431,0.368,0.843,3.0,0,0
Bogdan Bogdanović,2022-23,ATL,30.0,54,27.9,14.0,3.1,2.8,0.8,0.3,1.2,0.447,0.406,0.831,1.2,0,0
Bogdan Bogdanović,2023-24,ATL,31.0,79,30.4,16.9,3.4,3.1,1.2,0.3,1.4,0.428,0.374,0.921,1.6,0,0
Bojan Bogdanovic,2019-20,UTA,31.0,63,33.1,20.2,4.1,2.1,0.5,0.1,2.5,0.447,0.414,0.903,4.2,0,0
Bojan Bogdanovic,2020-21,UTA,32.0,72,30.8,17.0,3.9,1.9,0.6,0.1,1.8,0.439,0.39,0.879,5.8,0,0
Bojan Bogdanovic,2021-22,UTA,33.0,69,30.9,18.1,4.3,1.7,0.5,0.0,1.7,0.455,0.387,0.858,3.2,0,0
Bojan Bogdanovic,2022-23,DET,34.0,59,32.1,21.6,3.8,2.6,0.6,0.1,2.3,0.488,0.411,0.884,-5.6,0,0
Bojan Bogdanovic,2023-24,NYK,35.0,57,25.9,15.2,2.7,1.7,0.5,0.1,1.8,0.454,0.398,0.785,-6.1,0,0
Bol Bol,2022-23,ORL,23.0,70,21.5,9.1,5.8,1.0,0.4,1.2,1.6,0.546,0.265,0.759,-2.1,0,0
Bones Hyland,2021-22,DEN,21.0,69,19.0,10.1,2.7,2.8,0.6,0.3,1.2,0.403,0.366,0.856,0.6,0,0
Bones Hyland,2022-23,LAC,22.0,56,19.4,11.8,2.4,3.1,0.7,0.3,1.5,0.399,0.371,0.843,-2.3,0,0
Brad Wanamaker,2019-20,BOS,30.0,71,19.3,6.9,2.0,2.5,0.9,0.2,1.1,0.448,0.363,0.926,1.9,0,0
Brad Wanamaker,2020-21,CHA,31.0,61,17.3,5.5,1.7,2.9,0.7,0.2,1.2,0.385,0.188,0.891,-2.1,0,0
Bradley Beal,2019-20,WAS,27.0,57,36.0,30.5,4.2,6.1,1.2,0.4,3.4,0.455,0.353,0.842,-3.5,0,0
Bradley Beal,2020-21,WAS,28.0,60,35.8,31.3,4.7,4.4,1.2,0.4,3.1,0.485,0.349,0.889,-0.1,1,0
Bradley Beal,2021-22,WAS,29.0,40,36.0,23.2,4.7,6.6,0.9,0.4,3.4,0.451,0.3,0.833,-2.6,0,1
Bradley Beal,2022-23,WAS,30.0,50,33.5,23.2,3.9,5.4,0.9,0.7,2.9,0.506,0.365,0.842,0.8,0,1
Bradley Beal,2023-24,PHX,31.0,53,33.3,18.2,4.4,5.0,1.0,0.5,2.5,0.513,0.43,0.813,2.0,0,1
Brandin Podziemski,2023-24,GSW,21.0,74,26.6,9.2,5.8,3.7,0.8,0.2,1.2,0.454,0.385,0.633,3.6,0,0
Brandon Clarke,2019-20,MEM,23.0,58,22.4,12.1,5.9,1.4,0.6,0.8,0.9,0.618,0.359,0.759,-0.3,0,0
Brandon Clarke,2020-21,MEM,24.0,59,24.0,10.3,5.6,1.6,1.0,0.9,0.6,0.517,0.26,0.69,-0.3,0,0
Brandon Clarke,2021-22,MEM,25.0,64,19.5,10.4,5.3,1.3,0.6,1.1,0.5,0.644,0.227,0.654,2.8,0,0
Brandon Clarke,2022-23,MEM,26.0,56,19.5,10.0,5.5,1.3,0.6,0.7,1.0,0.656,0.167,0.719,-0.3,0,0
Brandon Ingram,2019-20,NOP,22.0,62,33.9,23.8,6.1,4.2,1.0,0.6,3.0,0.463,0.391,0.851,-0.7,1,0
Brandon Ingram,2020-21,NOP,23.0,61,34.3,23.8,4.9,4.9,0.7,0.6,2.5,0.466,0.381,0.878,0.7,0,1
Brandon Ingram,2021-22,NOP,24.0,55,34.0,22.7,5.8,5.6,0.6,0.5,2.7,0.461,0.327,0.826,2.2,0,1
Brandon Ingram,2022-23,NOP,25.0,45,34.2,24.7,5.5,5.8,0.7,0.4,3.3,0.484,0.39,0.882,2.1,0,1
Brandon Ingram,2023-24,NOP,26.0,64,32.9,20.8,5.1,5.7,0.8,0.6,2.5,0.492,0.355,0.801,2.7,0,1
Brandon Miller,2023-24,CHA,21.0,74,32.2,17.3,4.3,2.4,0.9,0.6,1.8,0.44,0.373,0.827,-6.9,0,0
Brice Sensabaugh,2023-24,UTA,20.0,32,18.3,7.5,3.2,1.7,0.4,0.2,1.5,0.39,0.296,0.902,-5.4,0,0
Brook Lopez,2019-20,MIL,32.0,68,26.7,12.0,4.6,1.5,0.7,2.4,1.0,0.435,0.314,0.836,7.7,0,0
Brook Lopez,2020-21,MIL,33.0,70,27.2,12.3,5.0,0.7,0.6,1.5,0.9,0.503,0.338,0.845,4.5,0,0
Brook Lopez,2022-23,MIL,35.0,78,30.4,15.9,6.7,1.3,0.5,2.5,1.4,0.531,0.374,0.784,5.1,0,0
Brook Lopez,2023-24,MIL,36.0,79,30.5,12.5,5.2,1.6,0.5,2.4,1.0,0.485,0.366,0.821,3.5,0,0
Bruce Brown,2019-20,DET,23.0,58,28.2,8.9,4.7,4.0,1.1,0.5,1.7,0.443,0.344,0.739,-2.4,0,0
Bruce Brown,2020-21,BKN,24.0,65,22.3,8.8,5.4,1.6,0.9,0.4,0.8,0.556,0.288,0.735,1.1,0,0
Bruce Brown,2021-22,BKN,25.0,72,24.6,9.0,4.8,2.1,1.1,0.7,0.8,0.506,0.404,0.758,-0.6,0,0
Bruce Brown,2022-23,DEN,26.0,80,28.5,11.5,4.1,3.4,1.1,0.6,1.5,0.483,0.358,0.758,0.4,0,0
Bruce Brown,2023-24,TOR,27.0,67,27.8,10.8,4.2,2.9,0.9,0.3,1.3,0.478,0.323,0.824,-3.4,0,0
Bruno Fernando,2023-24,ATL,25.0,45,15.2,6.3,4.3,1.0,0.6,0.6,1.0,0.583,0.0,0.667,-2.1,0,0
Bryce McGowens,2022-23,CHA,20.0,46,17.1,5.3,2.0,1.2,0.3,0.1,0.9,0.396,0.325,0.75,-3.3,0,0
Bryn Forbes,2019-20,SAS,26.0,63,25.1,11.2,2.0,1.7,0.5,0.0,0.9,0.417,0.388,0.833,-3.4,0,0
Bryn Forbes,2020-21,MIL,27.0,70,19.3,10.0,1.6,0.6,0.3,0.0,0.6,0.473,0.452,0.77,1.4,0,0
Bryn Forbes,2021-22,DEN,28.0,75,17.1,8.8,1.2,1.0,0.3,0.1,0.7,0.429,0.414,0.908,0.3,0,0
Buddy Hield,2019-20,SAC,27.0,72,30.8,19.2,4.6,3.0,0.9,0.2,2.3,0.429,0.394,0.846,-1.5,0,0
Buddy Hield,2020-21,SAC,28.0,71,34.3,16.6,4.7,3.6,0.9,0.4,1.8,0.406,0.391,0.846,-0.8,0,0
Buddy Hield,2021-22,IND,29.0,81,30.8,15.6,4.4,2.8,0.9,0.3,1.9,0.406,0.366,0.874,-2.0,0,0
Buddy Hield,2022-23,IND,30.0,80,31.0,16.8,5.0,2.8,1.2,0.3,1.7,0.458,0.425,0.822,-1.1,0,0
Buddy Hield,2023-24,PHI,31.0,84,25.7,12.1,3.2,2.8,0.8,0.5,1.2,0.436,0.386,0.881,0.8,0,0
CJ Elleby,2021-22,POR,22.0,58,20.2,5.8,3.9,1.5,0.6,0.3,1.0,0.393,0.294,0.714,-6.0,0,0
CJ McCollum,2019-20,POR,28.0,70,36.5,22.2,4.2,4.4,0.8,0.6,1.8,0.451,0.379,0.757,0.2,0,0
CJ McCollum,2020-21,POR,29.0,47,34.0,23.1,3.9,4.7,0.9,0.4,1.4,0.458,0.402,0.812,4.4,0,0
CJ McCollum,2021-22,NOP,30.0,62,34.6,22.1,4.3,5.1,1.1,0.4,2.0,0.46,0.388,0.682,-1.1,0,0
CJ McCollum,2022-23,NOP,31.0,75,35.3,20.9,4.4,5.7,0.9,0.5,2.4,0.437,0.389,0.769,0.8,0,0
CJ McCollum,2023-24,NOP,32.0,66,32.7,20.0,4.3,4.6,0.9,0.6,1.7,0.459,0.429,0.827,3.0,0,0
Cade Cunningham,2021-22,DET,20.0,64,32.6,17.4,5.5,5.6,1.2,0.7,3.7,0.416,0.314,0.845,-4.3,0,0
Cade Cunningham,2023-24,DET,22.0,62,33.5,22.7,4.3,7.5,0.9,0.4,3.4,0.449,0.355,0.869,-5.6,0,0
Caleb Houstan,2022-23,ORL,20.0,51,15.9,3.8,1.9,0.6,0.2,0.1,0.4,0.363,0.338,0.833,-1.6,0,0
Caleb Martin,2020-21,CHA,25.0,53,15.4,5.0,2.7,1.3,0.7,0.2,0.6,0.375,0.248,0.641,-1.9,0,0
Caleb Martin,2021-22,MIA,26.0,60,22.9,9.2,3.8,1.1,1.0,0.5,0.9,0.507,0.413,0.763,2.6,0,0
Caleb Martin,2022-23,MIA,27.0,71,29.3,9.6,4.8,1.6,1.0,0.4,1.1,0.464,0.356,0.805,-0.1,0,0
Caleb Martin,2023-24,MIA,28.0,64,27.4,10.0,4.4,2.2,0.7,0.5,1.2,0.431,0.349,0.778,1.0,0,0
Cam Reddish,2019-20,ATL,20.0,58,26.7,10.5,3.7,1.5,1.1,0.5,1.7,0.384,0.332,0.802,-4.2,0,0
Cam Reddish,2021-22,NYK,22.0,49,20.7,10.1,2.1,1.0,1.0,0.3,1.2,0.404,0.359,0.902,-4.4,0,0
Cam Reddish,2022-23,POR,23.0,40,24.7,9.7,2.2,1.4,1.0,0.4,1.2,0.446,0.313,0.853,-4.8,0,0
Cam Reddish,2023-24,LAL,24.0,48,20.5,5.4,2.1,1.0,1.0,0.3,0.6,0.389,0.336,0.759,-1.0,0,0
Cam Thomas,2021-22,BKN,20.0,67,17.6,8.5,2.4,1.2,0.5,0.1,0.8,0.433,0.27,0.829,-2.1,0,0
Cam Thomas,2022-23,BKN,21.0,57,16.6,10.6,1.7,1.4,0.4,0.1,1.1,0.441,0.383,0.868,-0.1,0,0
Cam Thomas,2023-24,BKN,22.0,66,31.4,22.5,3.2,2.9,0.7,0.2,1.9,0.442,0.364,0.856,-3.0,0,0
Cam Whitmore,2023-24,HOU,19.0,47,18.7,12.3,3.8,0.7,0.6,0.4,1.0,0.454,0.359,0.679,-0.6,0,0
Cameron Johnson,2019-20,PHX,24.0,57,22.0,8.8,3.3,1.2,0.6,0.4,0.6,0.435,0.39,0.807,0.2,0,0
Cameron Johnson,2020-21,PHX,25.0,60,24.0,9.6,3.3,1.4,0.6,0.3,0.7,0.42,0.349,0.847,2.9,0,0
Cameron Johnson,2021-22,PHX,26.0,66,26.2,12.5,4.1,1.5,0.9,0.2,0.7,0.46,0.425,0.86,3.3,0,0
Cameron Johnson,2022-23,BKN,27.0,42,28.6,15.5,4.4,1.9,1.2,0.3,0.9,0.47,0.404,0.842,3.7,0,0
Cameron Johnson,2023-24,BKN,28.0,58,27.6,13.4,4.3,2.4,0.8,0.3,1.0,0.446,0.391,0.789,-1.3,0,0
Cameron Payne,2020-21,PHX,26.0,60,18.0,8.4,2.4,3.6,0.6,0.3,1.0,0.484,0.44,0.893,3.0,0,0
